Port Name,State,Port Code,Border,Date,Measure,Value
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Presidio,TX,2403,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,250
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Detroit,MI,3801,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,945
Derby Line,VT,209,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,0
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Trains,26
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,239
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,86987
Calexico,CA,2503,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,21
Pembina,ND,3401,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Baudette,MN,3424,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,612
Roseau,MN,3426,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,531
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,1873
Laurier,WA,3016,US-Canada Border,01/01/1996 12:00:00 AM,Buses,15
Rio Grande City,TX,2307,US-Mexico Border,01/01/1996 12:00:00 AM,Train Passengers,0
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,1213
Santa Teresa,NM,2408,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,5
Sarles,ND,3409,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Houlton,ME,106,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Lynden,WA,3023,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,507
Scobey,MT,3309,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
St. John,ND,3405,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,1485
Hansboro,ND,3415,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1612
Lukeville,AZ,2602,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,29
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,27816
San Ysidro,CA,2504,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,0
Ogdensburg,NY,701,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,566
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Porthill,ID,3308,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Fortuna,ND,3417,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,14
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,1099
Fort Fairfield,ME,107,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,5509
Fort Kent,ME,110,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,53640
San Luis,AZ,2608,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,320
Carbury,ND,3421,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,417
Lynden,WA,3023,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Bus Passengers,13944
Sault Sainte Marie,MI,3803,US-Canada Border,01/01/1996 12:00:00 AM,Trains,37
Calais,ME,115,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,187
Otay Mesa,CA,2506,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,20862
Roma,TX,2310,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,623
Fort Kent,ME,110,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,37
Walhalla,ND,3407,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Eastport,ID,3302,US-Canada Border,01/01/1996 12:00:00 AM,Trains,43
Pinecreek,MN,3425,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,20
Frontier,WA,3020,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,9728
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,637
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,4246
Progreso,TX,2309,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,414
Ferry,WA,3013,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Roosville,MT,3318,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,8075
Tecate,CA,2505,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,21053
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Sumas,WA,3009,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,888
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Warroad,MN,3423,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,5800
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,187
Hannah,ND,3408,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,0
Buffalo-Niagara Falls,NY,901,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,227396
Blaine,WA,3004,US-Canada Border,01/01/1996 12:00:00 AM,Buses,899
San Luis,AZ,2608,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,1250
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Buses,598
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,154251
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Hansboro,ND,3415,US-Canada Border,01/01/1996 12:00:00 AM,Buses,12
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Alcan,AK,3104,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Brownsville,TX,2301,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,490599
Del Bonita,MT,3322,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Douglas,AZ,2601,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,1118
Maida,ND,3416,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
San Luis,AZ,2608,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,300427
Northgate,ND,3406,US-Canada Border,01/01/1996 12:00:00 AM,Trucks,1107
Port Huron,MI,3802,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,47473
Noyes,MN,3402,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,5467
Hidalgo,TX,2305,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Calexico East,CA,2507,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,0
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,751
Morgan,MT,3319,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,728
Warroad,MN,3423,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,2
Sherwood,ND,3414,US-Canada Border,01/01/1996 12:00:00 AM,Buses,0
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,0
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Van Buren,ME,108,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,388
Grand Portage,MN,3613,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,8941
El Paso,TX,2402,US-Mexico Border,01/01/1996 12:00:00 AM,Trains,54
Nighthawk,WA,3011,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Trucks,118
Norton,VT,211,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,101
Fortuna,ND,3417,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Neche,ND,3404,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
San Luis,AZ,2608,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicles,240833
Fort Kent,ME,110,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,25620
Laredo,TX,2304,US-Mexico Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1350041
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Truck Containers Empty,91
Del Rio,TX,2302,US-Mexico Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Tornillo-Fabens,TX,2404,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Full,0
Limestone,ME,118,US-Canada Border,01/01/1996 12:00:00 AM,Pedestrians,0
Raymond,MT,3301,US-Canada Border,01/01/1996 12:00:00 AM,Trains,0
Bridgewater,ME,127,US-Canada Border,01/01/1996 12:00:00 AM,Train Passengers,0
Nogales,AZ,2604,US-Mexico Border,01/01/1996 12:00:00 AM,Truck Containers Empty,3941
Antler,ND,3413,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Full,0
Madawaska,ME,109,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicles,69214
Richford,VT,203,US-Canada Border,01/01/1996 12:00:00 AM,Bus Passengers,133
Warroad,MN,3423,US-Canada Border,01/01/1996 12:00:00 AM,Trains,218
Ambrose,ND,3410,US-Canada Border,01/01/1996 12:00:00 AM,Personal Vehicle Passengers,1130
Boundary,WA,3015,US-Canada Border,01/01/1996 12:00:00 AM,Rail Containers Empty,0
Sasabe,AZ,2606,US-Mexico Border,01/01/1996 12:00:00 AM,Pedestrians,374
